,id,City,Address,lat,lon,Zipcode
3062,15014,Austin,"82, North Interstate Highway 35 Service Road, Rainey Street Historic District, Austin, Travis County, Texas, 78701, USA",30.25947764,-97.73731782,78701
3063,15015,Houston,"2335, Thomas Street, Houston, Harris County, Texas, 77009, USA",29.78003465,-95.36691812,77009
3064,15016,Grand Saline,"County Road 1605, Jones, Van Zandt County, Texas, 75140, USA",32.62821813,-95.67978599,75140
3065,15017,Abilene,"Sayles Boulevard, Abilene, Taylor County, Texas, 79605, USA",32.4226606,-99.74856009,79605
3066,15018,Kingsville,"West Santa Gertrudis Street, Kingsville, Kleberg County, Texas, 78363, USA",27.52131634,-97.88716065,78363
3067,15019,San Antonio,"8342, Gault Lane, San Antonio, Bexar County, Texas, 78209, USA",29.51342237,-98.46928297,78209
3068,15020,Rockport,"1046, North Magnolia Street, Rockport, Aransas County, Texas, 78382, USA",28.0325438,-97.05108964,78382
3069,15021,Waelder,"498, Farm-to-Market Road 1296, Jeddo, Bastrop County, Texas, 78959, USA",29.79088596,-97.3210782,78959
3070,15022,Galveston,"The Victorian Condo-Hotel Resort & Conference Center, Seawall Boulevard, Galveston, Galveston County, Texas, 77551, USA",29.26523798,-94.82962038,77551
3071,15023,Corpus Christi,"Granada Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.61139234,-97.21089515,78418
3072,15024,McKinney,"2769, Northview Drive, McKinney, Collin County, Texas, 75070, USA",33.172933,-96.65808743,75070
3073,15025,Houston,"8451, North Sam Houston Parkway East, Dyersdale, Harris County, Texas, 77396, USA",29.9344083,-95.23270344,77396
3074,15026,Houston,"NASA Parkway, Houston, Harris County, Texas, 77058, USA",29.55480526,-95.07758276,77058
3075,15027,Surfside Beach,"697, Beach Drive, Surfside Beach, Brazoria County, Texas, 77541, USA",28.94522827,-95.28844122,77541
3076,15029,Denton,"Zeta Tau Alpha (ZTA), 917, West Prairie Street, Denton, Denton County, Texas, 76201, USA",33.21072934,-97.14234035,76201
3077,15030,Dallas,"Forest Meadow Junior High School, 9373, Whitehurst Drive, Lake Highlands, Dallas, Dallas County, Texas, 75243, USA",32.90303342,-96.73910758,75243
3078,15031,Aransas Pass,"1679, West Yoakum Avenue, Aransas Pass, San Patricio County, Texas, 78336, USA",27.9140905,-97.16170544,78336
3079,15032,Houston,"2519, Oakdale Street, Houston, Harris County, Texas, 77004, USA",29.7196695,-95.37430212,77004
3080,15033,Dallas,"8726, Arbor Park Court, Lake Highlands, Dallas, Dallas County, Texas, 75243, USA",32.89606978,-96.7292168,75243
3081,15034,Dallas,"7225, Fair Oaks Avenue, Vickery Meadows PID, Dallas, Dallas County, Texas, 75231, USA",32.87598219,-96.7582572,75231
3082,15035,League City,"2814, Torano Circle, The Lakes at South Shore Harbor, League City, Galveston County, Texas, 77573, USA",29.51349414,-95.05626635,77573
3083,15036,San Antonio,"565, Woodcrest Drive, Oak Park, San Antonio, Bexar County, Texas, 78209, USA",29.50306768,-98.44768794,78209
3084,15037,Dallas,"Belmont Avenue, Knox, Dallas, Dallas County, Texas, 75204, USA",32.807553,-96.79054407,75204
3085,15038,Brookshire,"3896, Sampson Road, Waller County, Texas, 77423, USA",29.75661225,-96.02150751,77423
3086,15039,Galveston,"1, Island Passage, Evia, Galveston, Galveston County, Texas, 77554, USA",29.26452396,-94.87374897,77554
3087,15041,Dallas,"8472, Fair Oaks Crossing, Lake Highlands, Dallas, Dallas County, Texas, 75243, USA",32.89526971,-96.72846168,75243
3088,15042,Dallas,"2519, North Garrett Avenue, Lower Greenville, Dallas, Dallas County, Texas, 75206, USA",32.81435836,-96.78216134,75206
3089,15044,Corpus Christi,"6604, Player Street, South Side, Corpus Christi, Nueces County, Texas, 78413, USA",27.68875002,-97.39639625,78413
3090,15045,McKinney,"Moran Hill House, North Waddill Street, McKinney, Collin County, Texas, 75069, USA",33.19840672,-96.62704809,75069
3091,15046,Plano,"7747, Brushfield Drive, Plano, Collin County, Texas, 75025, USA",33.08251529,-96.76466014,75025
3092,15047,Dallas,"3442, Saint Cloud Circle, Dallas, Dallas County, Texas, 75229, USA",32.90780205,-96.86072435,75229
3093,15050,Little Elm,"2447, Dogwood Drive, Little Elm, Denton County, Texas, 75068, USA",33.17353394,-96.90710117,75068
3094,15053,Lucas,"Estates Road, Lucas, Collin County, Texas, 75002, USA",33.09152003,-96.59556435,75002
3095,15055,Dallas,"7900, Northaven Road, Dallas, Dallas County, Texas, 75230, USA",32.89973495,-96.77080037,75230
3096,15056,Manor,"12509, Dwight Eisenhower Street, Presidential Meadows, New Katy, Travis County, Texas, 78653, USA",30.35709796,-97.52340797,78653
3098,15058,Austin,"Arbor Trails, Austin, Travis County, Texas, 75735, USA",30.22964203,-97.833282,75735
3099,15059,Austin,"2204, Alta Vista Avenue, South Congress, Austin, Travis County, Texas, 78704, USA",30.23873692,-97.74654423,78704
3100,15060,Dallas,"4228, North Hall Street, Oak Lawn, Dallas, Dallas County, Texas, 75219, USA",32.81489788,-96.81252055,75219
3101,15061,Sugar Land,"1345, Burney Road, Sugar Land, Fort Bend County, Texas, 77498, USA",29.64159825,-95.63668756,77498
3102,15062,Houston,"856, Sue Street, Houston, Harris County, Texas, 77009, USA",29.8070309,-95.36024735,77009
3103,15063,Baird,"Chestnut Street, Baird, Callahan County, Texas, 79504, USA",32.39174637,-99.39364615,79504
3104,15064,San Antonio,"Saint Pauls Episcopal Church, East Grayson Street, Pearl, San Antonio, Bexar County, Texas, 78208, USA",29.44272984,-98.46780393,78208
3105,15065,Arlington,"Arbor Town Circle, Arlington, Tarrant County, Texas, 76011, USA",32.75771883,-97.09398244,76011
3106,15066,Houston,"7414, Haywood Drive, Houston, Harris County, Texas, 77061, USA",29.66604191,-95.29609022,77061
3107,15068,San Antonio,"River House, Avenue A, Pearl, San Antonio, Bexar County, Texas, 78215, USA",29.43878548,-98.48061061,78215
3108,15069,Dallas,"7349, Royal Circle, Dallas, Dallas County, Texas, TX 75230, USA",32.89624925,-96.77813742,75230
3109,15070,Houston,"326, Bremond Street, Houston, Harris County, Texas, 77006, USA",29.74941073,-95.37936007,77006
3111,15074,Arlington,"2305, Perkins Place, Arlington, Tarrant County, Texas, 76016, USA",32.70807036,-97.19886797,76016
3112,15075,Dallas,"7631, Pennyburn Drive, Dallas, Dallas County, Texas, 75248, USA",32.98280085,-96.77546064,75248
3113,15076,Freeport,"98, Dolphin, Freeport, Brazoria County, Texas, 77541, USA",28.96392011,-95.29250912,77541
3114,15077,Dallas,"3506, Royal Lane, Dallas, Dallas County, Texas, 75229, USA",32.8949295,-96.86206702,75229
3115,15078,Bandera,"First Bandera County Courthouse, 12th Street, Bandera, Bandera County, Texas, 78803, USA",29.72467941,-99.06914118,78803
3116,15079,Houston,"16011, Greenwood Pines Drive, Houston, Harris County, Texas, 77062, USA",29.58337727,-95.11138374,77062
3117,15080,Highlands,"198, Thorn Street, Highlands, Harris County, Texas, 77562, USA",29.82923647,-95.05496088,77562
3118,15081,Galveston,"917, Sea Spray Drive, Patton Woods, Galveston County, Texas, 77650, USA",29.44260066,-94.65737333,77650
3119,15082,Houston,"U-Haul Center, Pease Street, Houston, Harris County, Texas, 77003, USA",29.7507298,-95.36696245,77003
3120,15084,Austin,"11715, Maybach Drive, Stoney Ridge, Moores Crossing, Travis County, Texas, 78617, USA",30.15737567,-97.64625255,78617
3121,15085,Houston,"8560, Brandon Street, Houston, Harris County, Texas, 77051, USA",29.66846722,-95.36967911,77051
3122,15087,Aubrey,"Providence Village, New Hope, Denton County, Texas, 76227, USA",33.24389912,-96.961886,76227
3123,15088,San Antonio,"650, North Palmetto Street, Dignowity Hill, San Antonio, Bexar County, Texas, 78202, USA",29.42719317,-98.46551562,78202
3124,15089,Anna,"Soil Conservation Service Site 47 Reservoir, County Road 916, Anna, Collin County, Texas, 75409, USA",33.32105324,-96.58525313,75409
3125,15090,San Antonio,"831, East Magnolia Avenue, River Road, San Antonio, Bexar County, Texas, 78212, USA",29.45425557,-98.47958402,78212
3126,15091,League City,"552, Cedar Fork Drive, Cedar Landing, League City, Galveston County, Texas, 77573, USA",29.49116573,-95.13093637,77573
3127,15092,Dallas,"3208, Latham Drive, Dallas, Dallas County, Texas, 75229, USA",32.8969128,-96.8695319,75229
3128,15093,Dallas,"6712, Bob O Link Drive, Dallas, Dallas County, Texas, 75214, USA",32.83096179,-96.74540513,75214
3129,15095,Houston,"2144, El Paseo Street, Houston, Harris County, Texas, 77054, USA",29.6882863,-95.39359498,77054
3130,15096,Plano,"1398, Lufkin Drive, Preston Square, Plano, Collin County, Texas, 75093, USA",33.01763953,-96.77853378,75093
3131,15097,Houston,"2389, Sycamore Grove Drive, Houston, Harris County, Texas, 77062, USA",29.58425326,-95.11222404,77062
3132,15098,San Leon,"999, 5th Street, San Leon, Galveston County, Texas, 77539, USA",29.48016798,-94.91879689,77539
3133,15099,Fulton,"80, Laguna Vista Drive, Fulton, Aransas County, Texas, 78358, USA",28.08146195,-97.03821723,78358
3134,15103,Arlington,"Rolling Hills Country Club, 401, East Lamar Boulevard, Arlington, Tarrant County, Texas, 76011, USA",32.76628389,-97.11129955,76011
3135,15104,Houston,"2533, North MacGregor Drive, Houston, Harris County, Texas, 77004, USA",29.71578765,-95.3766417,77004
3136,15105,East Bernard,"1408, County Road 252, Nottawa, Wharton County, Texas, 77435, USA",29.52486178,-96.16570835,77435
3137,15108,Dallas,"Julius Schepps Freeway, Dallas, Dallas County, Texas, 75226, USA",32.77903881,-96.78288371,75226
3138,15109,Cedar Creek,"168, Tuck Street, Wyldwood, Bastrop County, Texas, 78612, USA",30.12142701,-97.46801047,78612
3139,15110,Austin,"Bluebonnet Hill Golf Course, Decker Lane, Daffan Gin Park, Sprinkle, Travis County, Texas, 78724-1199, USA",30.31743993,-97.61587884,78724
3140,15111,Addison,"Vitruvian Way, Addison, Dallas County, Texas, 75001, USA",32.93603318,-96.85170327,75001
3141,15112,Alpine,"657, North 3rd Street, Alpine, Brewster County, Texas, 79830, USA",30.36293019,-103.6616553,79830
3142,15113,Euless,"459, Yorkshire Drive, Euless, Tarrant County, Texas, 76040, USA",32.83243336,-97.10625979,76040
3143,15114,Houston,"19223, Rio Villa Drive, Highlands, Harris County, Texas, 77049, USA",29.8283886,-95.08259982,77049
3144,15115,Euless,"11808, Serenity Hill Drive, Fort Worth, Tarrant County, Texas, 76040, USA",32.81203459,-97.10891513,76040
3145,15116,Dallas,"4228, High Star Lane, Dallas, Collin County, Texas, 75287, USA",32.99245607,-96.83539062,75287
3146,15117,Denton,"749, Cordell Street, Denton, Denton County, Texas, 76201, USA",33.22621271,-97.13949617,76201
3147,15118,League City,"Intrepid Drive, League City, Galveston County, Texas, 77565, USA",29.54415805,-95.0648196,77565
3148,15119,Canton,"4230, Farm-to-Market Road 1651, Whitton, Van Zandt County, Texas, 75103, USA",32.47325126,-95.90534951,75103
3149,15120,Houston,"1816, Heather Cove Court, Houston, Harris County, Texas, 77062, USA",29.58834076,-95.14573829,77062
3150,15121,Rockport,"Copano Village, Aransas County, Texas, 78358, USA",28.10203807,-97.02669965,78358
3151,15122,Denton,"2400, Oak Park Drive, Denton, Denton County, Texas, 76209, USA",33.22413471,-97.10392972,76209
3152,15123,Dallas,"9737, Post Drive, Dallas, Dallas County, Texas, 75220, USA",32.87224685,-96.85168853,75220
3153,15124,Canyon,"First United Methodist Church of Canyon, 4th Avenue, Canyon, Randall County, Texas, 79016, USA",34.97923254,-101.9248086,79016
3154,15125,Houston,"305, Banter Trails Dr, Cloverleaf, Harris County, Texas, 77049, USA",29.8101996,-95.16837858,77049
3155,15126,Katy,"Grey Swan Drive, Hawks Landing, Fort Bend County, Texas, 77494, USA",29.74108316,-95.82840171,77494
3156,15127,Weatherford,"151, Burton Hill Road, Dicey, Parker County, Texas, 76087, USA",32.7867043,-97.69955534,76087
3157,15128,Denton,"2052, Williamsburg Row, Denton, Denton County, Texas, 76209, USA",33.23765695,-97.10739459,76209
3158,15129,Corinth,"2536, Mountainview Drive, Corinth, Denton County, Texas, 76210, USA",33.13826167,-97.05509438,76210
3159,15130,Rockport,"181, Belaire Drive, Holiday Beach, Aransas County, Texas, 78382, USA",28.16709159,-97.017032,78382
3160,15131,Houston,"2732, Morrison Street, North Inner Loop, Houston, Harris County, Texas, 77009, USA",29.78308152,-95.37331246,77009
3161,15133,Allen,"737, Eagle Lake Court, Allen, Collin County, Texas, 75002, USA",33.08748474,-96.62450802,75002
3162,15134,Houston,"Warehouse Live, Walker Street, Houston, Harris County, Texas, 77001, USA",29.75141667,-95.3545493,77001
3163,15135,Austin,"6916, William Wallace Way, Harris Branch, Austin, Travis County, Texas, 78754, USA",30.35189203,-97.60850489,78754
3164,15136,Katy,"3901, Fall Branch Drive, University Place, Cinco Ranch, Fort Bend County, Texas, 77450, USA",29.73217795,-95.75752446,77450
3165,15138,Galveston,"Maravilla Resort Condominiums, 9520, Seawall Boulevard, Galveston, Galveston County, Texas, 77551, USA",29.24767818,-94.85906312,77551
3166,15139,Austin,"8113, Appomattox Drive, Southwest Oaks, Austin, Travis County, Texas, 78745, USA",30.19324162,-97.8180449,78745
3167,15141,League City,"911, Davis Road, League City, Galveston County, Texas, 77573, USA",29.54107136,-95.07696283,77573
3168,15143,Houston,"2007, West Indies Court, Nassau Bay, Harris County, Texas, 77058, USA",29.53697472,-95.0851601,77058
3169,15144,Houston,"5145, Bell Street, Houston, Harris County, Texas, 77023, USA",29.73392109,-95.32355827,77023
3170,15145,Corpus Christi,"14748, Whitecap Boulevard, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.6006847,-97.21759088,78418
3171,15146,Dickinson,"5874, Avenue West, Texas City, Galveston County, Texas, 77539, USA",29.45610211,-94.98042445,77539
3172,15147,Dallas,"5555, Vickery Boulevard, Knox, Dallas, Dallas County, Texas, 75206, USA",32.82243774,-96.77242406,75206
3174,15149,Silsbee,"Friendship Road, Seth, Hardin County, Texas, 77656, USA",30.31360181,-94.17847906,77656
3175,15150,Houston,"2126, Gemini Street, University Green, Houston, Harris County, Texas, 77058, USA",29.56800331,-95.10970122,77058
3176,15151,Galveston,"Central Church, 33rd Street, Galveston, Galveston County, Texas, 77550, USA",29.28980367,-94.80090293,77550
3177,15152,Fort Worth,"6032, Terrace Oaks Lane, Fort Worth, Tarrant County, Texas, 76112, USA",32.77705989,-97.22741751,76112
3178,15155,Galveston,"1509, 16th Street, Galveston, Galveston County, Texas, 77550, USA",29.29742557,-94.78257622,77550
3179,15156,Fort Worth,"3947, Twilight Drive South, Benbrook, Tarrant County, Texas, 76116, USA",32.71389245,-97.46631842,76116
3180,15157,Houston,"1721, Weiss Street, Houston, Harris County, Texas, 77009, USA",29.80007124,-95.35107911,77009
3181,15158,Denton,"Visual Arts Building, Oakland Street, Denton, Denton County, Texas, 76201, USA",33.22216578,-97.13021308,76201
3182,15159,Houston,"1525, Allston Street, North Inner Loop, Houston, Harris County, Texas, 77008, USA",29.79854887,-95.40033172,77008
3183,15160,Austin,"1806, Walnut Avenue, Chestnut, Austin, Travis County, Texas, 78702, USA",30.28040066,-97.71360053,78702
3184,15161,Dallas,"3323, Storey Lane, Dallas, Dallas County, Texas, 75220, USA",32.86538786,-96.86835325,75220
3185,15162,Houston,"406, Dennis Street, Houston, Harris County, Texas, 77006, USA",29.74759601,-95.37971627,77006
3186,15163,Dallas,"5838, Lindenshire Lane, Dallas, Dallas County, Texas, 75230, USA",32.91201484,-96.80669557,75230
3187,15164,Houston,"2301, Congress Street, Houston, Harris County, Texas, 77003, USA",29.75561922,-95.34945333,77003
3188,15165,Leonard,"17276, FM 981, Leonard, Collin County, Texas, 75424, USA",33.32689581,-96.30034943,75424
3189,15166,Dallas,"4322, Saint Francis Avenue, Dallas, Dallas County, Texas, 75227, USA",32.78874761,-96.69109657,75227
3190,15167,Justin,"1625, Rialto Way, Fort Worth, Denton County, Texas, 76247, USA",33.04517692,-97.32170752,76247
3191,15168,Plano,"3083, Mill Ridge Drive, Plano, Collin County, Texas, 75025, USA",33.0919491,-96.7518744,75025
3192,15170,Dallas,"5544, Vickery Boulevard, Knox, Dallas, Dallas County, Texas, 75206, USA",32.82207814,-96.77265671,75206
3193,15171,Richmond,"21122, Granite Trail Lane, Lakemont Grove, Cinco Ranch, Fort Bend County, Texas, 77407, USA",29.69376664,-95.74798375,77407
3194,15172,Frisco,"11418, Luxembourg Lane, Griffin Park, Frisco, Denton County, Texas, 75033, USA",33.17249241,-96.8624034,75033
3195,15174,Arlington,"Ridge Haven Drive, Arlington, Tarrant County, Texas, 76011, USA",32.76277396,-97.08689684,76011
3196,15175,Denton,"2022, Paisley Street, Summer Oaks Addition, Denton, Denton County, Texas, 76209, USA",33.22042267,-97.10666487,76209
3197,15176,Houston,"Bell (Southbound), Main Street, Houston, Harris County, Texas, 77002, USA",29.75306003,-95.36827789,77002
3198,15178,San Antonio,"5022, Guinevere Drive, San Antonio, Bexar County, Texas, 78218, USA",29.50251921,-98.39393796,78218
3199,15179,Denton,"1262, East Hickory Street, Denton, Denton County, Texas, 76205, USA",33.21403261,-97.11790212,76205
3200,15180,Smithville,"TX 304, String Prairie, Bastrop County, Texas, 78953, USA",29.98806434,-97.30734171,78953
3201,15181,Houston,"5257, Bell Street, Houston, Harris County, Texas, 77023, USA",29.73350203,-95.32196865,77023
3202,15182,Dallas,"9339, Greenville Avenue, Lake Highlands, Dallas, Dallas County, Texas, 75243, USA",32.90328251,-96.74955169,75243
3203,15183,Allen,"Heritage Village, Saint Mary Drive, Allen, Collin County, Texas, 75002, USA",33.10476482,-96.66373931,75002
3204,15185,Bandera,"1085, Lacey Drive, Bandera County, Texas, 78003, USA",29.76056688,-99.07224379,78003
3205,15186,Elgin,"Powell Lane, Perryville, Bastrop County, Texas, 78621, USA",30.28635983,-97.37271818,78621
3206,15187,Galveston,"Sweeney-Royston House, Avenue L, Galveston, Galveston County, Texas, 77551, USA",29.29810998,-94.79232098,77551
3207,15188,Fort Worth,"2203, Carleton Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.73834026,-97.38469874,76107
3208,15189,Houston,"Nassau Bay Yacht Club, 18250, Nassau Bay Drive, Nassau Bay, Harris County, Texas, 77058, USA",29.54050235,-95.09751076,77058
3209,15190,Fort Worth,"8701, West Freeway, Fort Worth, Tarrant County, Texas, 76116, USA",32.73725403,-97.46766072,76116
3210,15191,McKinney,"1000, Margaret Drive, McKinney, Collin County, Texas, 75071, USA",33.20798793,-96.64201676,75071
3211,15192,Baytown,"4241, Thyme Circle, Baytown, Harris County, Texas, 77521, USA",29.76935592,-94.9587053,77521
3212,15194,McKinney,"Eldorado Parkway, McKinney, Collin County, Texas, 75070, USA",33.17441719,-96.63651041,75070
3213,15195,Fort Worth,"5740, Tiger Trail, Fort Worth, Tarrant County, Texas, 76126, USA",32.6315831,-97.48943983,76126
3214,15196,Fort Worth,"1812, Tremont Avenue, Fort Worth, Tarrant County, Texas, 76107, USA",32.74194821,-97.38246834,76107
3215,15197,Houston,"386, Gargan Street, Houston, Harris County, Texas, 77009, USA",29.77584831,-95.3639174,77009
3216,15198,San Antonio,"1093, Burnet Street, Dignowity Hill, San Antonio, Bexar County, Texas, 78202, USA",29.42916963,-98.46745869,78202
3217,15199,Sugar Land,"Bellmont Park Ct, Fort Bend County, Texas, 77496, USA",29.53740747,-95.59874724,77496
3218,15201,Dallas,"3506, Loganwood Drive, Dallas, Dallas County, Texas, 75227, USA",32.76833009,-96.69151994,75227
3219,15202,Plano,"Car care central, 7013, Alma Drive, Plano, Collin County, Texas, 75023, USA",33.07125508,-96.70956504,75023
3220,15203,Winnie,"14305, Todd Road, Jefferson County, Texas, 77665, USA",29.78738254,-94.34215675,77665
3221,15204,Kemah,"2274, Coveside, League City, Galveston County, Texas, 77565, USA",29.54956327,-95.05244446,77565
3222,15205,Southlake,"471, West Bob Jones Road, Southlake, Denton County, Texas, 76092, USA",32.99607733,-97.15964749,76092
3224,15207,Galveston,"Lasker Drive, Galveston, Galveston County, Texas, 77551, USA",29.26274708,-94.83762945,77551
3225,15208,Houston,"1023, Aurora Street, North Inner Loop, Houston, Harris County, Texas, 77009, USA",29.81013483,-95.38581715,77009
3226,15209,Lake Jackson,"133, Lily Street, Lake Jackson, Brazoria County, Texas, 77566, USA",29.04823315,-95.42929431,77566
3227,15210,White Settlement,"8957, Sun View Drive, White Settlement, Tarrant County, Texas, 76108, USA",32.74464603,-97.47061274,76108
3228,15211,Amarillo,"5756, Syracuse Drive, Amarillo, Randall County, Texas, 79109, USA",35.14165912,-101.8976197,79109
3229,15213,McKinney,"Eldorado Parkway, McKinney, Collin County, Texas, 75070, USA",33.17379503,-96.68158247,75070
3230,15214,Sugar Land,"33, Twin Valley Drive, New Territory, Fort Bend County, Texas, 77479, USA",29.58258262,-95.67249813,77479
3231,15215,Katy,"Downing Park Boulevard, Cedar Heights, Cinco Ranch, Fort Bend County, Texas, 77494, USA",29.71355201,-95.81282851,77494
3232,15216,San Antonio,"422, South Saint Mary's Street, La Villita, San Antonio, Bexar County, Texas, 78205, USA",29.42231894,-98.49135352,78205
3233,15217,Fort Worth,"3758, West 7th Street, Fort Worth, Tarrant County, Texas, 76107, USA",32.75158811,-97.37301834,76107
3234,15218,Kemah,"TX 146, Kemah, Galveston County, Texas, 77565, USA",29.54166873,-95.02025453,77565
3235,15219,Aransas Pass,"157, West Goodnight Avenue, Aransas Pass, San Patricio County, Texas, 78336, USA",27.90249983,-97.14675565,78336
3236,15220,Houston,"1398, Stanford Street, Houston, Harris County, Texas, 77019, USA",29.75484482,-95.38913101,77019
3237,15221,Corpus Christi,"14881, Windward Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60836863,-97.20874851,78418
3238,15222,Austin,"1923, Festival Beach Road, East Cesar Chavez, Austin, Travis County, Texas, 78702, USA",30.25013472,-97.72985067,78702
3239,15223,Beaumont,"2311, Somerset Street, Beaumont, Jefferson County, Texas, 77707, USA",30.05409938,-94.19976923,77707
3240,15224,La Porte,"2221, Sens Road, Fairmont Park East, La Porte, Harris County, Texas, 77571, USA",29.67672576,-95.04625738,77571
3241,15225,Houston,"1600, Gunwale Road, Houston, Harris County, Texas, 77062, USA",29.57223015,-95.12051858,77062
3242,15226,Houston,"West Webster Park, Cook Street, Houston, Harris County, Texas, 77006, USA",29.75153449,-95.38245834,77006
3243,15227,Frankston,"11385, 1000 Pine Circle, Berryville, Henderson County, Texas, 75763, USA",32.08648634,-95.46477328,75763
3244,15228,Galveston,"2940, Bernardo De Galvez Street - Avenue P, Galveston, Galveston County, Texas, 77550, USA",29.29054021,-94.7968154,77550
3245,15229,Plano,"5009, Sail Creek Drive, Plano, Collin County, Texas, 75093, USA",33.04793178,-96.79569904,75093
3246,15230,Houston,"2216, Lamar Street, Houston, Harris County, Texas, 77003, USA",29.74980197,-95.35505056,77003
3247,15231,Dallas,"4381, Laguna Drive, Dallas, Collin County, Texas, 75287, USA",33.00540478,-96.83485369,75287
3248,15233,San Antonio,"268, North Josephine Tobin Drive, Monticello Park, San Antonio, Bexar County, Texas, 78201, USA",29.45433158,-98.53271947,78201
3249,15234,Houston,"982, West Temple Avenue, North Inner Loop, Houston, Harris County, Texas, 77009, USA",29.79257523,-95.38393657,77009
3250,15236,Houston,"City Place Apartments, 306, McGowen Street, Houston, Harris County, Texas, 77006, USA",29.74867631,-95.38025266,77006
3251,15237,Rockport,"1020, South Church Street, Rockport, Aransas County, Texas, 78382, USA",28.01467319,-97.05668419,78382
3252,15238,Arlington,"3242, Woodford Drive, Arlington, Tarrant County, Texas, 76013, USA",32.73063635,-97.15897976,76013
3253,15239,Austin,"4619, Senda Lane, Chaparral Crossing, Hornsby Bend, Travis County, Texas, 78725, USA",30.2388429,-97.57152212,78725
3254,15240,Bastrop,"1107, Walnut Street, Bastrop, Bastrop County, Texas, 78602, USA",30.10824061,-97.31427358,78602
3255,15241,Houston,"362, Freeport Street, Cloverleaf, Harris County, Texas, 77015, USA",29.79506532,-95.18007357,77015
3256,15242,Argyle,"991, Lakeview Court, Copper Canyon, Denton County, Texas, 76226, USA",33.10073281,-97.10541271,76226
3257,15243,Plano,"5891, Tennyson Parkway, Plano, Collin County, Texas, 75024, USA",33.07194906,-96.82239912,75024
3258,15244,Dallas,"4004, Seabury Drive, Dallas, Collin County, Texas, 75287, USA",33.00125028,-96.84346143,75287
3259,15245,League City,"172, Emerald Cloud Lane, League City, Galveston County, Texas, 77573, USA",29.53893501,-95.06999529,77573
3260,15246,Dallas,"714, Liberty Street, Dallas, Dallas County, Texas, 75204, USA",32.7907093,-96.7880913,75204
3261,15247,Houston,"South Loop East Frontage Road, Houston, Harris County, Texas, 77033, USA",29.69076378,-95.3317335,77033
3262,15248,Texas City,"2526, 4th Avenue North, Texas City, Galveston County, Texas, 77590, USA",29.38902527,-94.93119716,77590
3263,15249,Cedar Creek,"Leisure Lane, Wyldwood, Bastrop County, Texas, 78612, USA",30.13079762,-97.46530471,78612
3264,15250,Baytown,"2671, West Cedar Bayou Lynchburg Road, Baytown, Harris County, Texas, 77521, USA",29.7810079,-94.99711889,77521
3265,15251,Dallas,"7262, Piedmont Drive, Dallas, Dallas County, Texas, 75227, USA",32.75895462,-96.69712945,75227
3266,15252,Alpine,"579, West Murphy Avenue, Alpine, Brewster County, Texas, 79830, USA",30.35571563,-103.6653245,79830
3267,15253,Bastrop,"398, Wahane Lane, Bastrop, Bastrop County, Texas, 78602, USA",30.08375912,-97.29761001,78602
3268,15254,McKinney,"1370, West Lela Street, McKinney, Collin County, Texas, 75069, USA",33.20392559,-96.62520988,75069
3269,15255,Manor,"12792, George Bush Street, Manor, Travis County, Texas, 78653, USA",30.34595277,-97.52808901,78653
3270,15256,Corpus Christi,"14886, Granada Drive, Mustang-Padre Island, Corpus Christi, Nueces County, Texas, 78418, USA",27.60973343,-97.21022388,78418
3271,15257,Seabrook,"Lakeside Drive, Seabrook, Harris County, Texas, 77586, USA",29.56809694,-95.03530454,77586
3272,15259,Tool,"298, Hickory Ridge Circle, Tool, Henderson County, Texas, 75143, USA",32.30662899,-96.18060261,75143
3274,15261,Aubrey,"Waterstone, Cross Roads, Denton County, Texas, 76227, USA",33.23848987,-97.00932578,76227
3275,15262,San Antonio,"1903, North Saint Mary's Street, Saint Mary's Strip, San Antonio, Bexar County, Texas, 78212, USA",29.44221522,-98.48604383,78212
3276,15263,San Antonio,"1951, West Kings Highway, Monticello Park, San Antonio, Bexar County, Texas, 78201, USA",29.46135251,-98.53033984,78201
3278,15266,Baytown,"4241, Thyme Circle, Baytown, Harris County, Texas, 77521, USA",29.76935592,-94.9587053,77521
3280,15268,Houston,"11600, Gulf Point Drive, Houston, Harris County, Texas, 77089, USA",29.6053582,-95.21447513,77089
3281,15269,Pasadena,"Lily Street, Pasadena, Harris County, Texas, 77505, USA",29.67774741,-95.16587031,77505
3282,15270,Austin,"15113, Parrish Lane, Chaparral Crossing, Hornsby Bend, Travis County, Texas, 78725, USA",30.23795661,-97.57965291,78725
3283,15271,Bastrop,"120, Post Oak Rim, Bastrop, Bastrop County, Texas, 78602, USA",30.12511582,-97.30433781,78602
3284,15272,League City,"172, Emerald Cloud Lane, League City, Galveston County, Texas, 77573, USA",29.53893501,-95.06999529,77573
3285,15273,Dallas,"6024, Worth Street, Lower Greenville, Dallas, Dallas County, Texas, 75214, USA",32.80895118,-96.75402609,75214
3286,15274,Austin,"2022, Travis Heights Boulevard, Travis Heights, Austin, Travis County, Texas, 78704, USA",30.23902601,-97.74483935,78704
3287,15275,Crystal Beach,"Crystal Beach, Galveston County, Texas, 77650, USA",29.4515393,-94.6310687,77650
